256000000000,256000000000,1000000,256000,sequential,144.480000,1439.040137,177.896358,16,1
256000000000,256000000000,1000000,256000,sequential,154.090000,1440.795938,177.679568,16,1
256000000000,256000000000,1000000,256000,sequential,146.580000,1442.621013,177.454784,16,1
256000000000,256000000000,1000000,256000,sequential,138.870000,1446.310967,177.002046,16,1
256000000000,256000000000,1000000,256000,sequential,144.400000,1453.033127,176.183182,16,1
256000000000,256000000000,1000000,256000,sequential,133.350000,1456.218051,175.797848,16,1
256000000000,256000000000,1000000,256000,sequential,143.380000,1458.905681,175.473989,16,1
256000000000,256000000000,1000000,256000,sequential,146.380000,1465.857207,174.641840,16,1
256000000000,256000000000,1000000,256000,sequential,139.220000,1489.894705,171.824223,16,1
256000000000,256000000000,1000000,256000,sequential,148.660000,1492.289948,171.548432,16,1
256000000000,256000000000,1000000,256000,sequential,135.280000,1505.311750,170.064440,16,1
256000000000,256000000000,1000000,256000,sequential,148.130000,1517.096263,168.743412,16,1
256000000000,256000000000,1000000,256000,sequential,146.610000,1519.421383,168.485190,16,1
256000000000,256000000000,1000000,256000,sequential,137.410000,1525.072679,167.860852,16,1
256000000000,256000000000,1000000,256000,sequential,148.040000,1540.503025,166.179485,16,1
256000000000,256000000000,1000000,256000,sequential,147.190000,1576.433404,162.391890,16,1
256000000000,256000000000,1000000,256000,sequential,190.110000,3033.193744,84.399488,64,4
256000000000,256000000000,1000000,256000,sequential,191.290000,3037.756586,84.272717,64,4
256000000000,256000000000,1000000,256000,sequential,186.360000,3077.810305,83.176016,64,4
256000000000,256000000000,1000000,256000,sequential,184.320000,3082.057423,83.061399,64,4
256000000000,256000000000,1000000,256000,sequential,202.300000,3091.454233,82.808924,64,4
256000000000,256000000000,1000000,256000,sequential,167.540000,3093.797701,82.746199,64,4
256000000000,256000000000,1000000,256000,sequential,171.890000,3103.367265,82.491042,64,4
256000000000,256000000000,1000000,256000,sequential,193.530000,3106.778990,82.400454,64,4
256000000000,256000000000,1000000,256000,sequential,203.460000,3107.539827,82.380280,64,4
256000000000,256000000000,1000000,256000,sequential,192.260000,3108.567428,82.353047,64,4
256000000000,256000000000,1000000,256000,sequential,180.390000,3110.451067,82.303175,64,4
256000000000,256000000000,1000000,256000,sequential,196.290000,3111.480123,82.275955,64,4
256000000000,256000000000,1000000,256000,sequential,171.920000,3112.212608,82.256591,64,4
256000000000,256000000000,1000000,256000,sequential,187.760000,3115.929228,82.158477,64,4
256000000000,256000000000,1000000,256000,sequential,189.720000,3119.836372,82.055585,64,4
256000000000,256000000000,1000000,256000,sequential,166.530000,3122.244866,81.992288,64,4
256000000000,256000000000,1000000,256000,sequential,205.430000,3122.893718,81.975252,64,4
256000000000,256000000000,1000000,256000,sequential,190.390000,3123.986501,81.946577,64,4
